Moisture_Content,pH_Level,Carbon_Content,Nitrogen_Content,Phosphorus_Content,Potassium_Content,Microbial_Activity,Processing_Temperature,Processing_Time,Energy_Consumption,Fertilizer_Quality,Cost,Carbon_Footprint,Seasonal_Availability,Waste_Type_Food Waste,Waste_Type_Garden Waste
78.03,6.31,49.92,3.61,1.61,1.22,125.31,63.3,39.13,348.24,13.72,70.54,1.07,1.0,0.0,0.0
39.85,7.96,54.64,2.74,1.31,2.26,167.12,59.05,55.76,436.42,25.02,83.24,0.83,0.0,1.0,0.0
77.57,8.5,41.76,2.29,0.63,1.48,82.82,53.15,31.56,392.13,22.45,66.51,1.3,2.0,0.0,0.0
79.74,6.13,53.36,2.92,1.89,1.56,180.69,60.66,38.82,285.14,18.88,66.5,0.97,1.0,1.0,0.0
65.59,6.3,57.92,3.45,1.18,2.8,57.95,53.3,57.74,463.69,21.04,93.28,1.28,2.0,0.0,1.0
79.06,7.49,41.16,1.02,1.05,1.93,167.33,58.59,55.24,221.09,7.42,58.59,1.26,0.0,1.0,0.0
58.48,8.4,42.81,3.98,1.44,1.78,142.37,58.17,28.37,401.59,8.68,85.2,0.96,2.0,1.0,0.0
42.98,8.25,54.33,1.55,1.51,2.45,97.28,64.4,51.71,289.6,14.13,71.16,1.53,2.0,0.0,0.0
51.85,7.01,48.75,2.41,0.82,2.82,158.14,53.85,31.07,459.45,25.89,86.38,0.82,2.0,1.0,0.0
59.68,7.89,48.07,3.62,1.76,1.05,167.35,66.44,36.11,418.97,13.17,78.87,0.91,2.0,1.0,0.0
33.65,5.91,42.74,1.68,0.93,1.9,190.08,56.52,46.04,460.59,20.39,80.82,0.75,2.0,0.0,0.0
61.12,8.43,50.14,2.43,0.78,2.22,105.17,58.88,29.25,185.7,12.58,57.13,1.56,2.0,0.0,1.0
79.06,8.39,42.53,1.4,1.11,1.64,152.9,65.45,71.7,367.26,8.84,84.86,0.96,2.0,0.0,1.0
39.51,5.99,49.53,2.19,1.6,2.54,140.39,62.51,31.94,395.39,13.68,75.07,1.12,1.0,0.0,0.0
69.63,6.4,55.27,1.53,1.95,2.94,128.78,56.16,61.5,396.97,15.23,83.27,0.99,1.0,0.0,0.0
75.39,5.8,45.17,2.09,1.71,2.89,183.56,57.72,63.83,301.6,11.31,72.9,0.97,2.0,0.0,0.0
77.19,6.32,49.62,2.12,1.91,1.53,50.48,56.12,71.73,104.5,23.86,51.55,1.99,2.0,0.0,0.0
78.01,7.95,59.84,3.98,0.71,1.45,92.32,61.9,44.58,204.57,19.08,61.01,1.53,1.0,0.0,0.0
56.07,6.63,53.73,3.98,0.61,2.91,130.74,56.65,65.96,229.32,16.75,62.6,1.44,0.0,0.0,1.0
78.87,5.77,56.83,1.34,1.34,1.92,76.74,64.51,69.96,440.81,18.1,91.89,1.21,1.0,0.0,1.0
67.87,6.53,48.3,3.18,0.94,1.42,186.18,61.6,32.3,436.35,20.35,91.69,0.6,0.0,0.0,0.0
38.08,8.44,55.36,1.16,1.74,2.41,147.14,52.91,47.01,141.87,17.81,59.09,1.57,2.0,1.0,0.0
53.85,7.39,40.81,1.09,1.51,1.57,121.68,56.21,26.88,479.93,14.64,82.44,0.8,2.0,0.0,0.0
65.92,6.75,42.46,1.32,1.96,1.53,172.21,54.43,53.79,172.98,18.86,59.8,1.28,1.0,1.0,0.0
42.37,6.0,44.06,3.9,0.88,2.76,117.63,57.81,51.91,265.74,9.5,72.62,1.47,1.0,0.0,0.0
62.03,8.46,48.04,3.82,1.23,1.32,133.8,60.32,33.8,186.06,11.69,54.88,1.55,1.0,0.0,0.0
63.33,7.96,56.91,1.58,1.25,1.13,50.41,60.14,62.3,444.13,18.46,89.67,1.4,2.0,0.0,1.0
38.13,6.34,46.93,1.49,0.86,1.54,104.86,65.09,25.79,399.76,11.36,78.72,1.09,1.0,1.0,0.0
58.25,5.71,53.09,1.72,1.39,2.21,70.82,53.78,62.7,241.41,15.84,67.99,1.68,1.0,1.0,0.0
68.58,5.67,54.19,2.55,1.16,1.25,153.45,68.93,25.28,372.75,11.88,73.28,1.02,0.0,0.0,1.0
54.94,5.86,51.72,2.71,1.17,1.94,121.85,56.86,55.53,173.75,12.47,63.74,1.5,2.0,0.0,1.0
30.61,7.24,47.14,1.66,1.04,2.25,95.26,56.0,27.78,252.92,20.71,69.51,1.56,2.0,0.0,1.0
30.45,8.29,51.54,3.27,0.53,2.7,120.17,63.7,36.06,250.84,15.02,61.85,1.25,2.0,0.0,1.0
47.85,6.99,46.85,1.93,1.28,1.46,81.44,66.11,58.65,195.17,12.76,67.45,1.53,1.0,1.0,0.0
76.31,8.03,41.68,3.77,1.0,2.63,188.76,57.57,37.46,450.52,10.0,75.11,0.59,2.0,1.0,0.0
41.43,6.84,59.86,2.97,0.5,1.47,58.1,64.94,48.54,371.54,14.62,79.28,1.54,1.0,0.0,0.0
61.72,7.63,42.54,2.31,0.96,2.35,179.81,67.67,67.93,211.98,8.79,53.88,1.26,0.0,0.0,0.0
41.1,7.7,41.45,3.37,0.92,1.86,126.7,65.34,26.38,196.85,7.35,51.09,1.34,2.0,0.0,1.0
46.08,6.02,57.57,3.45,1.09,1.23,142.84,50.68,62.93,107.18,15.09,48.13,1.72,0.0,0.0,1.0
72.4,6.58,46.04,1.87,0.7,2.43,95.39,66.55,27.13,238.63,14.25,67.48,1.55,0.0,0.0,1.0
66.44,7.41,53.01,2.02,1.26,1.44,195.0,65.49,30.09,310.71,20.17,65.67,0.75,2.0,0.0,0.0
34.77,5.71,46.58,3.81,1.54,1.35,92.28,63.39,29.73,211.08,15.06,56.81,1.65,2.0,0.0,0.0
51.44,6.58,47.83,1.49,1.45,1.72,138.33,65.2,71.72,380.18,10.3,81.26,1.18,1.0,0.0,0.0
31.46,7.1,45.24,1.13,1.71,2.31,199.01,69.59,32.65,264.7,11.93,55.77,0.93,0.0,0.0,0.0
54.04,8.49,46.86,2.36,1.18,1.47,182.16,58.62,67.04,226.53,12.19,67.5,1.23,0.0,0.0,0.0
63.12,6.92,48.21,3.4,1.28,1.37,130.45,51.34,71.56,475.62,12.54,92.26,1.04,1.0,0.0,0.0
35.93,7.95,54.41,3.32,1.72,1.02,198.56,59.22,42.42,205.12,15.85,54.94,1.1,2.0,0.0,0.0
44.44,6.8,50.23,3.76,1.14,1.94,155.21,50.93,54.29,259.3,21.05,73.69,1.13,0.0,0.0,1.0
49.89,7.89,58.87,2.6,1.55,1.86,81.31,55.89,61.4,252.92,22.31,74.31,1.7,1.0,0.0,1.0
75.98,7.29,40.84,1.3,1.15,1.47,110.84,61.74,42.85,196.48,21.07,51.93,1.67,0.0,0.0,1.0
79.66,8.16,50.06,2.77,1.13,1.11,100.17,56.19,31.77,186.99,11.69,51.62,1.5,0.0,0.0,1.0
32.25,6.73,51.68,3.34,1.64,1.86,101.6,63.71,44.82,220.95,11.41,63.41,1.54,1.0,0.0,0.0
68.05,7.31,58.4,1.28,0.76,2.58,164.07,66.44,61.05,445.69,16.62,84.45,0.86,0.0,1.0,0.0
48.59,7.39,40.98,1.52,1.01,2.43,137.64,58.41,61.48,406.83,19.14,81.89,1.08,1.0,0.0,0.0
49.62,6.75,51.47,1.04,0.84,2.72,55.71,68.0,35.07,372.4,5.78,69.17,1.45,1.0,1.0,0.0
67.71,5.93,57.07,2.78,1.04,1.02,181.62,51.6,32.4,282.84,18.84,59.73,0.93,0.0,0.0,1.0
75.92,5.78,44.84,3.66,0.85,2.93,94.52,66.8,68.19,303.1,13.33,71.35,1.58,0.0,0.0,0.0
77.55,5.55,57.53,3.01,1.37,1.68,199.56,66.57,26.11,206.86,21.75,56.56,1.1,2.0,0.0,1.0
58.86,8.12,40.38,3.95,1.7,2.98,193.13,56.44,59.27,129.73,16.09,55.82,1.26,2.0,0.0,0.0
47.86,6.21,54.65,1.19,1.68,1.51,191.08,55.97,26.23,232.42,20.44,54.4,1.02,0.0,0.0,1.0
69.38,6.13,58.66,3.71,1.05,1.94,171.67,56.1,64.22,298.23,21.56,66.92,1.03,2.0,1.0,0.0
42.55,7.71,53.14,3.44,1.98,1.71,83.09,66.23,67.46,122.93,31.51,49.57,1.68,2.0,1.0,0.0
58.2,6.46,48.78,1.94,1.39,1.71,129.89,66.63,38.28,135.29,24.64,56.13,1.68,1.0,1.0,0.0
47.93,7.02,40.9,3.92,1.1,2.68,83.65,56.59,27.55,205.21,18.04,66.66,1.64,0.0,0.0,0.0
62.83,5.99,58.4,1.86,1.75,2.49,88.95,61.85,47.07,246.83,16.33,66.25,1.35,2.0,1.0,0.0
42.02,8.38,49.41,3.67,1.59,2.98,141.64,52.78,38.33,257.33,14.7,50.56,1.18,2.0,0.0,0.0
39.58,8.05,40.58,3.64,1.62,2.23,56.13,59.38,44.02,147.15,19.52,56.36,2.02,2.0,1.0,0.0
75.91,8.09,53.8,3.27,0.79,1.93,195.42,69.98,55.92,190.33,23.44,66.14,1.13,0.0,1.0,0.0
35.09,6.72,49.64,2.69,1.2,1.18,187.8,53.18,34.07,204.66,11.82,54.03,1.07,1.0,0.0,0.0
55.3,7.79,42.49,1.36,1.79,2.99,107.12,68.95,41.13,127.05,3.95,55.33,1.72,0.0,0.0,0.0
41.04,5.93,44.29,2.6,1.26,2.1,127.31,66.49,61.56,230.44,5.41,70.71,1.37,1.0,1.0,0.0
31.95,5.53,41.29,2.07,1.53,2.4,119.92,69.44,54.9,128.89,19.49,60.31,1.65,2.0,0.0,0.0
31.8,5.56,51.49,3.38,1.38,1.81,182.33,53.59,39.66,381.38,23.73,73.14,0.86,0.0,1.0,0.0
38.76,7.26,52.44,3.27,1.76,2.1,153.29,54.27,55.89,254.42,17.38,66.99,1.14,1.0,0.0,0.0
73.34,6.87,50.11,3.73,0.93,2.89,91.72,50.34,60.74,230.7,18.25,66.13,1.52,2.0,0.0,1.0
44.12,7.05,56.34,1.04,1.36,1.33,117.03,64.49,52.44,150.61,26.61,62.14,1.54,2.0,0.0,1.0
77.52,5.52,57.22,3.43,0.68,1.58,114.34,62.88,35.5,190.6,28.53,54.11,1.48,0.0,0.0,1.0
59.08,6.77,52.31,3.82,1.54,1.3,193.9,53.56,24.01,193.08,20.65,58.82,1.08,1.0,0.0,1.0
51.83,7.65,40.26,3.37,1.6,2.58,76.3,65.82,62.54,494.08,13.56,93.28,1.1,2.0,0.0,1.0
59.0,6.83,53.9,1.39,0.56,1.12,63.44,55.98,63.49,434.14,14.67,90.91,1.25,2.0,1.0,0.0
55.83,7.7,48.36,1.24,1.51,1.16,182.09,52.7,57.49,106.1,13.98,55.9,1.39,2.0,0.0,1.0
67.94,6.2,51.31,1.06,1.12,1.6,184.5,58.45,27.68,346.73,12.34,66.93,0.85,1.0,0.0,1.0
44.12,7.94,52.98,2.89,0.69,2.03,180.76,51.82,52.09,202.36,20.41,62.0,1.12,1.0,0.0,1.0
47.65,7.27,47.0,2.89,1.13,1.81,126.65,55.26,63.41,141.75,14.73,53.4,1.39,2.0,0.0,1.0
74.7,6.13,58.34,3.96,0.79,1.09,148.96,57.43,42.7,382.24,14.79,76.65,0.9,1.0,0.0,0.0
77.32,6.21,42.68,2.19,1.12,2.91,134.5,67.04,33.5,152.64,19.73,60.71,1.49,2.0,1.0,0.0
74.63,7.38,53.43,2.0,1.08,2.91,60.42,65.85,52.21,277.5,19.97,66.07,1.74,2.0,0.0,1.0
50.97,7.99,40.09,2.87,1.61,1.56,139.38,58.86,63.66,352.87,14.66,74.96,1.09,1.0,0.0,1.0
69.02,6.75,58.49,3.48,1.66,2.46,52.04,64.49,26.35,321.8,18.34,66.53,1.44,1.0,0.0,1.0
53.82,6.27,42.25,3.81,1.41,2.16,98.75,61.37,52.65,491.05,16.57,93.01,1.03,0.0,1.0,0.0
54.88,8.1,41.9,3.41,0.53,1.47,189.84,56.82,54.87,414.3,12.1,85.74,0.68,0.0,0.0,0.0
40.23,7.51,46.66,2.28,1.9,1.52,95.61,64.52,52.91,409.68,29.07,83.35,1.26,1.0,1.0,0.0
59.56,6.84,47.47,2.9,1.53,1.98,190.97,63.67,55.2,242.24,27.08,61.28,0.91,1.0,0.0,0.0
39.31,6.96,44.29,3.57,0.55,1.84,87.52,62.38,54.31,103.36,10.52,49.96,1.98,1.0,0.0,1.0
46.58,6.11,51.7,2.47,1.73,1.58,97.18,62.36,30.26,393.76,15.46,82.47,1.27,1.0,0.0,1.0
72.75,7.38,48.86,1.65,0.8,2.62,144.26,63.66,35.28,499.89,11.2,79.46,0.76,2.0,1.0,0.0
40.35,6.58,40.68,1.51,1.37,1.96,164.24,57.69,53.71,262.35,3.85,68.27,1.0,2.0,1.0,0.0
33.56,8.49,46.39,1.0,1.2,2.31,125.21,67.38,24.85,494.21,23.35,83.29,0.74,0.0,0.0,0.0
33.45,6.94,56.21,3.15,1.13,1.38,182.32,53.25,54.47,156.68,17.43,58.9,1.34,1.0,0.0,0.0
77.04,6.96,53.79,1.33,1.83,2.07,56.04,67.68,55.94,218.6,11.71,63.72,1.86,0.0,1.0,0.0
55.35,7.2,54.5,1.73,1.16,1.64,188.33,56.85,35.48,168.29,8.69,46.42,1.33,1.0,0.0,0.0
50.47,8.25,53.96,1.89,0.61,2.05,79.45,52.5,52.71,290.07,18.25,72.49,1.69,1.0,1.0,0.0
70.54,7.9,46.22,2.68,1.92,2.56,182.64,62.0,49.64,418.79,17.19,76.93,0.82,1.0,0.0,0.0
71.79,6.85,41.99,2.19,1.88,2.54,110.13,57.52,36.51,236.26,16.02,55.02,1.52,2.0,1.0,0.0
46.61,7.66,45.45,3.02,1.53,1.71,174.91,66.31,46.22,462.49,20.39,85.75,0.94,0.0,1.0,0.0
64.68,7.26,56.64,1.17,1.2,2.39,150.75,58.62,67.66,317.93,22.44,73.27,1.06,1.0,1.0,0.0
68.56,6.98,59.61,1.37,0.64,2.88,76.39,63.37,44.48,286.17,12.39,63.52,1.54,0.0,0.0,0.0
62.73,6.08,49.88,2.5,1.69,2.25,187.71,56.17,54.23,414.81,10.91,80.38,0.58,0.0,0.0,0.0
37.58,6.89,40.19,2.01,0.61,1.3,86.83,54.19,25.7,140.58,17.79,45.53,1.85,2.0,0.0,0.0
73.79,6.24,42.8,1.89,0.6,2.36,86.62,57.76,27.73,409.5,10.74,84.23,1.23,2.0,1.0,0.0
56.95,8.24,46.44,1.2,1.31,1.21,172.13,62.14,27.9,197.18,7.43,56.87,1.18,1.0,0.0,0.0
44.12,6.51,51.57,3.69,0.74,2.74,65.88,63.14,61.36,212.33,10.12,62.71,1.69,0.0,0.0,0.0
51.26,8.36,41.5,3.08,0.51,2.03,83.31,61.56,40.81,339.78,18.35,75.93,1.32,2.0,1.0,0.0
31.88,7.1,58.87,1.36,1.13,1.77,125.55,69.76,34.93,460.77,23.15,82.12,0.93,0.0,0.0,1.0
36.39,7.39,47.3,1.2,0.71,1.11,174.57,63.82,59.87,331.36,15.53,73.81,0.82,0.0,1.0,0.0
68.28,7.13,58.25,3.92,0.74,1.76,72.12,68.63,32.16,359.58,14.19,77.06,1.29,1.0,0.0,0.0
30.0,5.89,55.61,3.04,0.62,2.81,132.15,52.36,35.83,410.64,17.74,74.76,0.91,0.0,1.0,0.0
50.83,6.63,55.11,2.25,0.81,1.04,156.69,51.23,44.68,203.73,16.69,54.2,1.25,2.0,0.0,1.0
56.13,5.8,52.13,3.11,1.57,1.95,179.09,56.22,39.91,430.89,14.91,84.35,0.7,1.0,1.0,0.0
32.73,7.37,52.54,3.27,1.71,2.86,190.33,52.73,52.1,267.18,20.86,67.96,0.81,1.0,0.0,0.0
78.65,6.84,52.76,3.34,1.18,1.79,167.7,60.52,40.22,170.26,14.85,55.84,1.27,1.0,0.0,1.0
41.31,7.83,52.57,2.43,1.26,1.86,147.92,60.38,42.86,240.05,19.69,60.82,1.2,2.0,0.0,0.0
45.21,6.16,51.07,2.29,0.55,2.16,115.04,61.5,65.42,198.45,18.05,65.91,1.61,1.0,0.0,1.0
45.2,5.99,59.73,1.03,0.6,1.93,66.82,64.9,66.46,191.49,11.41,55.59,1.69,0.0,0.0,1.0
41.52,6.72,54.65,3.78,0.89,1.34,156.46,69.43,63.73,213.03,27.76,54.36,1.39,1.0,1.0,0.0
30.07,8.28,55.54,2.81,1.32,1.04,198.91,67.57,65.51,172.37,20.77,58.35,1.33,2.0,1.0,0.0
66.47,7.63,57.45,1.61,1.61,2.22,160.51,52.37,51.35,367.08,10.41,80.13,1.08,2.0,0.0,0.0
78.34,6.76,44.31,3.76,1.41,2.84,52.51,56.77,55.02,332.0,7.78,80.43,1.48,1.0,1.0,0.0
41.21,7.05,41.68,3.74,1.09,1.21,124.44,55.12,50.74,359.38,21.82,78.83,1.21,0.0,1.0,0.0
63.15,5.75,49.66,3.97,0.68,1.42,142.2,53.54,61.71,237.49,17.21,61.48,1.22,2.0,0.0,1.0
67.09,8.45,50.28,3.62,1.67,1.74,153.45,60.89,50.45,407.89,19.47,76.31,0.83,2.0,1.0,0.0
72.42,7.5,56.58,3.99,1.05,2.62,157.96,61.07,29.33,151.84,20.59,57.1,1.33,2.0,0.0,1.0
51.13,6.36,48.88,1.73,1.6,1.54,133.72,54.54,62.86,328.45,21.15,79.94,1.19,1.0,0.0,1.0
45.15,7.26,51.42,3.53,1.27,2.76,83.5,64.24,60.51,210.18,22.68,65.87,1.57,2.0,0.0,1.0
46.26,5.83,50.54,3.47,1.61,1.11,191.33,64.66,63.37,311.04,12.23,78.38,0.93,2.0,0.0,0.0
65.63,8.4,40.76,1.69,1.86,2.88,154.5,50.42,33.14,229.45,16.05,60.42,1.39,2.0,0.0,0.0
70.84,6.02,52.3,1.3,1.88,2.12,85.53,57.92,37.04,416.2,9.73,77.99,1.13,1.0,0.0,0.0
39.08,7.44,56.56,3.94,1.3,2.32,98.35,67.8,38.2,456.51,13.17,82.49,0.93,2.0,0.0,1.0
48.55,6.24,43.15,1.89,1.27,1.74,188.29,60.41,48.39,397.03,12.51,82.57,0.7,2.0,0.0,0.0
75.1,7.65,51.89,3.61,0.9,2.56,183.12,56.95,30.43,170.23,8.62,54.29,1.39,1.0,0.0,0.0
70.33,7.83,51.87,1.01,1.9,1.33,110.77,55.07,42.5,209.95,12.56,49.67,1.6,1.0,1.0,0.0
79.24,7.52,43.28,1.06,1.19,1.1,55.75,54.87,32.74,467.74,2.82,87.74,1.2,0.0,0.0,0.0
67.71,7.34,42.47,2.4,0.69,1.79,57.27,52.0,36.71,274.89,13.68,67.76,1.56,2.0,0.0,0.0
49.66,8.18,59.6,1.72,1.15,2.71,92.59,66.34,57.91,476.47,27.2,90.86,1.12,1.0,0.0,1.0
59.53,5.74,47.87,3.07,0.69,2.51,144.37,51.73,65.03,256.98,15.88,75.75,1.27,0.0,0.0,1.0
63.05,6.49,44.55,2.7,1.25,2.03,137.63,55.85,25.1,480.71,14.84,79.05,0.91,2.0,0.0,1.0
33.92,6.24,43.43,1.23,1.34,2.14,145.07,50.91,51.16,470.3,12.2,81.93,0.72,1.0,0.0,1.0
57.22,8.46,53.35,1.49,1.01,1.26,157.59,65.63,25.73,364.21,21.73,74.07,0.98,1.0,0.0,1.0
65.47,6.67,52.19,2.16,0.61,2.68,52.85,50.79,28.09,103.53,16.49,42.19,2.12,2.0,0.0,1.0
38.37,7.7,52.87,1.56,1.92,2.57,65.76,56.17,57.84,260.13,11.56,75.91,1.76,2.0,0.0,0.0
69.03,7.55,41.76,3.38,1.66,2.31,103.92,61.47,59.31,464.49,14.95,84.85,0.93,0.0,0.0,1.0
59.19,6.14,57.87,2.25,1.76,1.93,73.23,58.19,63.07,454.04,26.36,84.43,1.22,2.0,0.0,1.0
77.61,6.22,47.79,1.28,1.05,2.93,61.3,55.65,46.76,174.96,8.2,54.83,1.82,2.0,1.0,0.0
32.12,6.34,46.27,2.45,1.64,2.76,146.14,55.5,65.27,259.67,10.6,67.54,1.17,2.0,0.0,0.0
43.27,6.73,49.25,1.27,1.23,2.29,172.3,65.96,32.01,434.2,15.25,77.98,0.7,1.0,0.0,0.0
60.08,6.2,47.8,1.39,0.8,1.74,162.89,69.48,35.99,331.15,13.44,69.0,1.08,0.0,0.0,0.0
44.83,5.56,57.27,1.72,0.69,2.24,172.56,56.96,30.46,438.92,20.27,78.17,0.68,0.0,0.0,1.0
65.72,8.14,58.59,3.58,1.02,2.15,149.88,50.78,62.28,430.63,14.16,77.74,0.88,0.0,0.0,1.0
67.95,8.4,46.07,3.77,0.71,1.79,160.3,50.73,34.98,462.99,12.61,85.82,0.82,1.0,0.0,1.0
35.13,6.52,57.28,3.48,2.0,1.61,90.77,65.18,31.46,146.89,19.0,48.8,1.93,2.0,1.0,0.0
55.69,6.52,55.63,2.0,0.57,1.81,198.95,61.05,53.91,158.09,18.11,55.83,1.22,1.0,0.0,1.0
55.44,5.52,58.62,1.82,1.16,2.15,77.47,65.67,27.7,133.12,31.65,42.78,1.92,0.0,1.0,0.0
48.46,7.54,44.92,2.65,1.18,1.86,82.17,63.95,26.16,474.11,18.61,75.02,1.17,2.0,0.0,0.0
76.65,7.98,51.54,3.17,0.95,1.53,93.34,68.15,29.12,290.06,9.02,64.36,1.43,2.0,0.0,1.0
71.38,5.94,45.49,3.98,1.36,2.52,196.3,67.72,24.01,125.73,10.31,55.15,1.24,0.0,1.0,0.0
64.86,5.98,56.48,1.39,0.72,2.06,198.24,65.77,57.46,228.61,11.04,71.96,1.04,2.0,1.0,0.0
65.72,7.87,40.11,1.15,1.68,1.14,169.23,59.5,50.99,240.57,20.98,59.71,0.96,1.0,0.0,1.0
53.09,7.35,51.3,3.08,1.0,1.74,144.36,56.16,34.07,423.82,11.35,75.5,0.9,0.0,0.0,0.0
76.05,5.63,46.78,3.5,1.39,2.77,128.01,60.14,35.18,394.19,18.6,77.31,1.12,1.0,0.0,0.0
64.73,7.37,46.45,3.54,1.57,2.51,195.59,60.04,62.93,375.75,18.05,66.83,0.7,2.0,0.0,0.0
66.45,6.43,52.9,3.04,1.83,1.65,154.34,62.21,48.09,108.75,9.99,47.56,1.66,0.0,1.0,0.0
73.08,6.61,57.03,3.86,1.75,2.88,191.71,53.72,57.53,464.28,16.86,89.05,0.63,2.0,1.0,0.0
43.7,7.81,52.18,2.53,1.41,1.15,97.48,63.11,45.73,186.22,15.47,56.62,1.63,0.0,1.0,0.0
70.35,7.93,57.06,3.74,1.08,2.92,100.07,59.13,35.41,351.62,10.85,62.75,1.38,0.0,1.0,0.0
39.76,6.7,45.29,3.9,1.25,1.49,178.21,62.4,70.58,124.73,24.05,47.44,1.42,0.0,0.0,0.0
47.27,8.34,50.39,3.54,1.65,1.02,72.48,54.79,51.15,132.61,17.37,46.34,1.99,0.0,0.0,1.0
46.78,6.72,49.01,1.93,1.82,1.87,191.89,58.69,30.29,103.83,23.89,46.05,1.47,0.0,1.0,0.0
78.93,7.82,40.23,1.59,0.66,1.72,126.12,54.2,43.49,326.37,23.96,67.16,1.36,2.0,1.0,0.0
72.83,6.95,51.14,2.64,1.08,2.08,188.96,67.51,39.81,351.75,17.42,80.92,0.9,0.0,0.0,0.0
65.06,8.19,53.23,2.36,1.66,2.59,100.52,59.76,34.28,120.18,19.2,42.19,1.65,1.0,0.0,1.0
66.35,8.22,51.84,3.63,1.15,2.68,157.39,54.5,68.81,216.19,13.23,71.52,1.26,0.0,0.0,1.0
58.1,5.76,54.73,1.3,1.0,1.8,122.43,50.82,66.28,440.58,23.94,81.3,1.17,1.0,0.0,0.0
77.35,8.31,51.43,1.77,1.12,1.86,144.02,63.51,33.56,140.52,16.21,63.34,1.52,2.0,0.0,0.0
54.81,7.98,41.34,3.26,1.4,1.3,125.66,54.29,40.9,186.62,11.64,60.15,1.46,0.0,0.0,1.0
49.03,7.87,42.33,1.28,2.0,1.1,195.07,69.79,60.59,269.76,9.84,58.01,0.93,0.0,1.0,0.0
38.15,6.1,51.93,1.96,1.24,2.28,153.82,60.67,34.01,436.91,17.1,86.58,0.75,1.0,0.0,1.0
69.31,7.92,45.5,2.16,0.81,1.13,87.7,55.78,52.4,201.94,17.67,58.36,1.75,0.0,0.0,0.0
66.72,8.05,41.59,2.87,0.74,2.47,186.45,63.15,57.59,498.85,14.83,96.04,0.52,2.0,1.0,0.0
49.22,6.37,48.59,1.47,0.56,2.08,94.1,55.5,55.39,242.1,17.73,65.23,1.45,2.0,1.0,0.0
31.26,8.36,51.09,3.58,1.34,1.4,105.74,66.41,57.91,254.58,15.67,65.26,1.38,0.0,0.0,0.0
71.95,5.65,46.57,2.34,1.32,2.08,65.32,56.16,57.92,148.84,17.69,55.2,1.61,1.0,0.0,0.0
30.57,5.95,54.41,3.75,0.81,1.37,184.99,69.76,70.31,372.08,20.09,75.41,0.9,2.0,0.0,0.0
65.18,7.11,52.88,2.4,1.54,1.88,92.92,62.1,40.63,197.39,23.17,55.66,1.62,0.0,0.0,1.0
78.51,7.23,46.66,1.83,1.61,2.6,88.84,66.89,66.17,351.55,19.24,71.93,1.23,1.0,0.0,1.0
51.88,7.44,55.1,1.43,0.89,1.92,188.04,51.46,25.05,189.26,18.22,51.58,1.32,1.0,1.0,0.0
41.75,5.55,52.97,1.01,1.02,1.3,170.83,56.97,37.83,255.15,18.7,64.06,1.14,2.0,0.0,0.0
65.24,8.38,52.75,2.6,1.99,2.45,71.16,64.75,26.34,442.67,11.52,84.82,1.03,0.0,1.0,0.0
70.86,5.63,51.07,1.32,1.06,1.37,165.4,63.1,55.26,395.56,22.54,88.04,0.95,2.0,1.0,0.0
57.32,5.93,40.23,2.18,1.64,2.48,186.95,53.88,28.84,161.84,12.16,51.89,1.14,1.0,1.0,0.0
78.35,5.54,53.93,2.77,1.18,1.96,61.78,57.12,64.59,343.08,16.81,71.6,1.56,2.0,1.0,0.0
32.58,7.2,47.52,1.83,1.69,1.91,173.78,55.27,55.04,351.46,13.03,75.89,0.98,0.0,0.0,0.0
55.24,8.3,58.85,1.53,1.65,2.7,132.11,62.27,25.38,136.23,14.41,47.89,1.58,2.0,1.0,0.0
65.92,7.5,56.36,3.32,1.5,2.42,150.38,56.89,58.31,286.32,14.39,76.88,1.05,1.0,0.0,0.0
73.13,7.97,51.75,3.84,1.78,1.07,123.93,56.18,65.38,204.27,11.68,67.88,1.35,2.0,0.0,0.0
38.96,5.54,45.04,1.3,1.91,1.59,154.67,54.15,55.73,286.85,13.34,71.0,1.15,1.0,0.0,1.0
70.0,7.13,44.07,1.47,1.37,2.74,55.11,58.18,25.47,410.83,18.47,83.78,1.31,1.0,0.0,0.0
57.64,6.88,46.81,3.88,0.86,1.04,164.41,53.91,65.18,163.3,15.31,56.84,1.47,1.0,0.0,1.0
49.83,7.0,49.53,1.11,1.1,2.09,55.0,69.25,59.16,149.32,19.02,59.9,1.92,2.0,0.0,0.0
36.59,5.72,45.92,3.93,1.64,2.46,118.29,53.09,42.17,207.73,17.92,56.68,1.39,0.0,0.0,0.0
73.26,7.55,50.3,1.01,1.48,2.24,72.64,68.27,39.77,480.91,13.77,83.69,1.27,1.0,0.0,0.0
37.86,7.01,43.31,3.62,0.77,2.52,173.54,58.57,47.03,399.13,20.71,68.98,0.64,2.0,0.0,1.0
45.49,7.8,59.55,1.92,0.58,2.45,97.05,57.56,65.62,107.78,23.87,54.41,1.79,1.0,0.0,1.0
44.5,6.96,42.16,3.82,1.52,2.38,118.11,54.63,36.1,260.4,18.43,63.91,1.44,2.0,1.0,0.0
73.57,5.95,58.64,1.95,0.88,2.64,114.31,62.72,28.85,202.96,20.79,55.38,1.42,1.0,0.0,1.0
63.64,7.44,58.27,2.96,1.25,2.29,165.88,63.71,65.5,355.26,17.2,80.9,0.92,2.0,0.0,1.0
69.83,6.02,50.51,1.24,1.62,1.8,122.17,59.35,25.26,283.72,14.41,68.42,1.25,1.0,0.0,1.0
